Title,Ease_Score,Download_Count,Index
Seeds of Pine,76.2,55,32409
"The Lands of the Tamed Turk; or, the Balkan States of to-day
A narrative of travel through Servia, Bulgaria, Montenegro, Dalmatia and the recently acquired Austrian provinces of Bosnia and the Herzegovina; with observations of the peoples, their races, creeds, institutions and politics, and of the geographical, historical and commercial aspects of the several countries",61.6,60,62731
Three Acres and Liberty,65.8,66,4509
"The Yale literary magazine (Vol. LXXXIX, No. 3, December 1923)",69.9,52,70190
The Railroad Builders: A Chronicle of the Welding of the States,52.6,104,3036
"The Psychical Researcher's Tale - The Sceptical Poltergeist
From ""The New Decameron"", Volume III.",67.5,62,22479
"Thoughts on General and Partial Inoculations
Containing a translation of two treatises written when the author was at Petersburg, and published there, by Command of her Imperial Majesty, in the Russian Language",39.4,41,49476
"The Mirror of Literature, Amusement, and Instruction. Volume 12, No. 348, December 27, 1828",61.4,80,11445
The keeper of Red Horse Pass,93.2,116,70488
The Psilent Partner,77.2,79,31735
"Journal of a Trip to California
Across the Continent from Weston, Mo., to Weber Creek, Cal., in the Summer of 1850",79.5,135,33450
A history of Italian painting,61.5,319,69844
Miranda of the Balcony: A Story,81.1,71,38679
"Shakespearean Playhouses
A History of English Theatres from the Beginnings to the Restoration",69.2,197,22397
Inventing for Boys,62.5,99,49064
"An Englishman's View of the Battle between the Alabama and the Kearsarge
An Account of the Naval Engagement in the British Channel, on Sunday June 19th, 1864",60.5,79,36988
The Old Bachelor: A Comedy,82,330,1192
"Mother Goose's Nursery Rhymes
A Collection of Alphabets, Rhymes, Tales, and Jingles",86.8,1066,39784
Nuts in Family Meals: A Guide for Consumers,75.4,83,65563
"Missing Friends
Being the Adventures of a Danish Emigrant in Queensland (1871-1880)",75.7,57,36399
"Blue Ridge Parkway, Virginia and North Carolina (1949)",65.4,93,59817
"In Tune with the Infinite; or, Fullness of Peace, Power, and Plenty",64.8,118,23559
The Yukon Trail: A Tale of the North,84.5,154,19527
"Crusoe in New York, and other tales",86.3,50,49442
Domesday Book,82.6,98,35991
Thistle and Rose: A Story for Girls,79.7,73,21229
"Harper's Round Table, September 24, 1895",79,53,33140
"Report of the naval committee to the House of Representatives, August, 1850, in favor of the establishment of a line of mail steamships to the western coast of Africa, and thence via the Mediterranean to London; designed to promote the emigration of free persons of color from the United States to Liberia: also to increase the steam navy, and to extend the commerce of the United States. : $b With an appendix added by the American Colonization Society.",53,71,71220
"An Account of Valle Crucis Abbey, Llangollen, and All the Recent Discoveries",63.6,78,43507
Translation of the Life of Omar ibn Said: Manuscript No. 1,81.7,157,63635
Mammals of the Southwest Mountains and Mesas,69.5,198,50822
Shavings: A Novel,84.6,97,2452
"Philip Gilbert Hamerton
An Autobiography, 1834-1858, and a Memoir by His Wife, 1858-1894",64.2,87,8536
"Standard Selections
A Collection and Adaptation of Superior Productions from Best Authors for Use in Class Room and on the Platform",79.2,247,19926
The Spirit Lake Massacre,67.2,101,42074
"Handbook of Birmingham
Prepared for the Members of the British Association, 1886",60,211,49622
My Dog Tray,86.3,68,20575
Between the dark and the daylight,83.2,78,72067
Revolutionary Reader: Reminiscences and Indian Legends,66.4,173,46400
An Egyptian Princess — Volume 07,76.6,43,5456
"Harper's Round Table, September 17, 1895",79.2,50,33136
"The Disfranchisement of the Negro
The American Negro Academy. Occasional Papers No. 6",41.1,83,31333
"Betty Wales, Sophomore: A Story for Girls",81.7,68,6432
Napoleon and the Queen of Prussia,70.4,93,19562
"Aunt Jo's Scrap-Bag, Volume 3
Cupid and Chow-chow, etc.",72.2,114,57309
"The Topaz Story Book: Stories and Legends of Autumn, Hallowe'en, and Thanksgiving",80.1,202,51734
"The Ornithologist and Oölogist. Vol. VIII, No. 11, November, 1883
Birds: Their Nests and Eggs",79.2,85,59108
"The Forme of Cury: A Roll of Ancient English Cookery Compiled, about A.D. 1390",92,1059,8102
Troop One of the Labrador,89.6,57,16048
The Aspern Papers,77.2,474,211
A practical directory for young Christian females : $b being a series of letters from a brother to a younger sister,69.9,93,17934
One of the Six Hundred: A Novel,69.9,154,55179
"Grit; or, The Young Boatman of Pine Point",85.2,66,54195
The Secret Battleplane,72.4,83,51796
"Samplers and Tapestry Embroideries
Second Edition",58.3,146,41717
The Evolution of Man — Volume 2,50.4,51,6710
"Trials of war criminals before the Nuernberg military tribunals under control council law no. 10, volume II",57.6,112,54905
Arab and Druze at home : $b A record of travel and intercourse with the peoples east of the Jordan,65.3,82,71935
Underneath the Bough: A Book of Verses,86.3,87,60870
"Weird Tales, Volume 1, Number 2, April, 1923: The unique magazine",82.3,177,69606
Daniel Boone: The Pioneer of Kentucky,67.7,185,23798
The Secret of Kralitz,77.7,102,32584
"The Battle of the Big Hole
A History of General Gibbon's Engagement with Nez Percés Indians in the Big Hole Valley, Montana, August 9th, 1877.",64.6,72,31549
Heart-Histories and Life-Pictures,81.6,83,4595
"The New Abelard: A Romance, Volume 2 (of 3)",80.4,55,54856
"The Story of the ""9th King's"" in France",69.1,73,16974
"Speech of the Right Honourable William Pitt, in the House of Commons, Thursday, January 31, 1799
On offering to the House the resolutions which he proposed as the basis of an union between Great Britain and Ireland: Fifth Edition.",31.6,79,65670
Beryl's triumph,80,70,72721
"A Treatise on the Art of Midwifery
Setting Forth Various Abuses Therein, Especially as to the Practice With Instruments: the Whole Serving to Put All Rational Inquirers in a Fair Way of Very Safely Forming Their Own Judgement Upon the Question; Which It Is Best to Employ, in Cases of Pregnancy and Lying-in, a Man-midwife; Or, a Midwife",44.5,96,60334
Pottery of the ancient Pueblos. (1886 N 04 / 1882-1883 (pages 257-360)),62.3,88,41998
Two Mothers,85.6,57,53642
Message from Venus,74.5,70,64826
Debits and credits,83.2,113,71002
Quiet Talks on John's Gospel,82.4,64,15185
Hermann and Dorothea,69.8,222,1958
The Apologia and Florida of Apuleius of Madaura,64.8,320,26294
"The History of Don Quixote, Volume 2, Part 35",54.5,62,5938
"Owen Clancy's Run of Luck; or, The Motor Wizard in the Garage",83.7,59,55463
"Incidents of Travel in Yucatan, Vol. I.",63.5,217,33129
Heaven and its Wonders and Hell,67.4,142,17368
"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 05 (1820)",61.5,32,48759
Were You Ever a Child?,68.1,71,57949
Cambridge,58,88,73643
Finding the Worth While in the Southwest,63.4,111,50933
"Accounting theory and practice, Volume 1 (of 3) : $b a textbook for colleges and schools of business administration",63,221,70367
"Buds and Bird Voices (From ""Mosses from an Old Manse"")",61.7,68,9224
Installation and Operation Instructions For Custom Mark III CP Series Oil Fired Unit,63.9,64,28166
The Iron Pirate: A Plain Tale of Strange Happenings on the Sea,79.7,81,26514
"The American Missionary — Volume 39, No. 02, February, 1885",77.4,453,29074
Battle of the Monkey & the Crab,68.4,129,25021
Little Joe Otter,92.3,76,65314
The Ink-Stain (Tache d'encre) — Volume 2,81.6,46,3973
The eagle's masque,78.8,85,70437
Lausanne,67.5,69,46074
Letters of Travel (1892-1913),74,151,12089
"Barbarossa, and Other Tales",70.6,62,33789
"Salve Venetia, gleanings from Venetian history; vol. I",57.5,69,64464
Songs of the Mexican Seas,85.1,64,38766
The Theater (1720),59.6,49,15999
Fidelity: A Novel,80.4,118,32432
Blue Lights: Hot Work in the Soudan,76,98,21719
Project Mastodon,84.6,104,22216
Ken Ward in the Jungle,92.3,108,45974
A Soldier's Life on the Western Frontier in 1813,68.7,63,65943
"The Mentor: Guynemer, The Wingèd Sword of France, Vol. 6, Num. 18, Serial No. 166, November 1, 1918",69,54,49455
"The Physical Basis of Mind
Being the Second Series of Problems of Life and Mind.",43.9,80,60212
"The Wizard's Daughter, and Other Stories",80.5,62,26307
Georgie,86.2,103,19256
Rudder Grange,88.2,93,2011
On the phenomena of hybridity in the genus Homo,62.4,61,47137
"Two Pilgrims' Progress; from fair Florence, to the eternal city of Rome",77.3,55,49831
The Harvest of Ruskin,64.1,70,51808
The Indian Scout: A Story of the Aztec City,69.1,124,44196
Yekl: A Tale of the New York Ghetto,73.4,272,36715
The Armourer's Prentices,72.3,94,9959
The Brighton Boys in the Trenches,78.7,54,42733
Lady Lilith,81,177,44982
Place Names in Kent,66.5,136,63263
"Hollowmell : $b or, A schoolgirl's mission",62.2,58,21667
"Village Folk-Tales of Ceylon, Volume 2 (of 3)",79,84,57399
The lost clue,79.7,137,73450
"Zoological Mythology; or, The Legends of Animals, Volume 1 (of 2)",59.9,172,38687
Waldfried: A Novel,78.6,72,32446
"Eleanor Ormerod, LL. D., Economic Entomologist : Autobiography and Correspondence",66.6,81,61597
"A Monk of Fife
Being the Chronicle Written by Norman Leslie of Pitcullo, Concerning Marvellous Deeds That Befell in the Realm of France, in the Years of Our Redemption, MCCCCXXIX-XXXI",79.8,88,1631
"The Brochure Series of Architectural Illustration, vol. 06, No. 08, August 1900
The Guild Halls of London",51.3,38,47914
An Introduction to the Study of Comparative Religion,52.3,90,31875
"Europe and the Faith
""Sine auctoritate nulla vita""",54.1,129,8442
Stories from Livy,66,106,24030
Red Head and Whistle Breeches,82.8,80,44152
The Charm of Gardens,73.4,94,54641
Studies in the Epistle of James,79.7,165,48411
More Songs From Vagabondia,85.9,56,18007
How to analyze people on sight through the science of human analysis : $b the five human types,68.1,664,30601
Break a Leg,73.6,58,51320
Sam Steele's Adventures in Panama,77.6,59,54647
Jack in the Rockies: A Boy's Adventures with a Pack Train,79.2,69,44671
Just Around the Corner: Romance en casserole,92,127,33118
"The Bachelor's Own Book
Being Twenty-Four Passages in the Life of Mr. Lambkin, (Gent.)",64.4,53,44434
Germany before the war,52.9,89,48572
The Feasts of Autolycus: The Diary of a Greedy Woman,65.5,93,41696
"Tales of the Caravan, Inn, and Palace",73.7,118,32109
The Legends of San Francisco,73.8,88,6076
The Motor Maids at Sunrise Camp,82.5,59,23645
The Wild Elephant and the Method of Capturing and Taming it in Ceylon,56.6,62,56488
"The Atlantic Monthly, Volume 08, No. 48, October, 1861
A Magazine of Literature, Art, and Politics",61.8,46,11358
"History of Modern Philosophy
From Nicolas of Cusa to the Present Time",44.7,114,11100
Notes in Japan,44.1,72,62924
"Fuzzy-Wuzz, a little brown bear of the Sierras",86.7,59,69923
"The Bible, King James version, Book 15: Ezra",62.4,49,8015
"The Story of Our Flag, Colonial and National
With Historical Sketch of the Quakeress Betsy Ross",67.4,54,52354
"The Mirror of Literature, Amusement, and Instruction. Volume 10, No. 286, December 8, 1827",63,142,11412
"Percy's holidays : $b or, borrowing trouble.",79.2,82,71823
The Third Class at Miss Kaye's: A School Story,78.3,74,33263
A Silent Singer,73.5,59,64458
A Voyage with Captain Dynamite,81.9,313,25144
"The Story of a Boulder; or, Gleanings from the Note-book of a Field Geologist",48.5,74,66703
The Secret Play,81.9,71,65237
Love's Labour's Lost,91,63,2241
"The Old Countess; or, The Two Proposals",80.3,61,29862
A Legend of Old Persia and Other Poems,83.5,50,22322
"A Continuation of a Voyage to New Holland, Etc. in the Year 1699",69.8,106,15685
"A Brief History of Printing in England
A Short History of Printing in England from Caxton to the Present Time",61.4,85,65596
With Spurs of Gold: Heroes of Chivalry and their Deeds,74.7,127,25651
Ten Years Later,70.7,313,2681
"Grand Teton National Park, Wyoming (1952)",62.1,82,59869
Goblins and Pagodas,76,116,38856
"James Braithwaite, the Supercargo: The Story of his Adventures Ashore and Afloat",74.6,80,21386
Back to Julie,82.4,68,32619
English Songs and Ballads,81.3,69,22223
Industrial and commercial South America,58.9,72,72488
"The Cumulative Book Review Digest, Volume 1, 1905
Complete in a single alphabet",59.9,178,53565
"To Alaska for Gold; Or, The Fortune Hunters of the Yukon",79.6,95,31989
The Loves of Ambrose,72.5,60,33289
"The Tempest
The Works of William Shakespeare [Cambridge Edition] [9 vols.]",93.7,5780,23042
"The True History of Tom & Jerry
or, The Day and Night Scenes, of Life in London from the Start to the Finish!",72,196,43504
Granny Maumee; The rider of dreams; Simon the Cyrenian : $b Plays for a negro theater,95.3,82,71626
"The Reformation and the Renaissance (1485-1547)
Second Edition",56,69,51229
"Tor, a Street Boy of Jerusalem",81.8,75,54523
Quiet Talks about Jesus,73.9,139,12809
"Stories and Legends of Travel and History, for Children",71.1,68,26735
Cosmopolis — Volume 4,69,39,3966
Peggy Owen at Yorktown,83.6,68,36744
To Herat and Cabul: A Story of the First Afghan War,75.6,84,55779
The Lions of the Lord: A Tale of the Old West,76.2,133,11534
Stolen Idols,74.9,48,45636
Brother Jonathan,82.4,53,64126
Mae Madden,80.2,84,1829
Margery (Gred): A Tale Of Old Nuremberg — Complete,69.3,66,5560
The Man the Tech-Men Made,80.9,57,63942
The yes men of Venus,79.8,89,72305
The House of Spies,85.3,57,65850
"Tales from ""Blackwood,"" Volume 5",79,63,35552
Western Bird Guide: Birds of the Rockies and West to the Pacific,71.2,59,45918
"Nobody's Rose : $b or, The girlhood of Rose Shannon",75.4,62,72011
"The Priest's Tale - Père Etienne
From ""The New Decameron"", Volume III.",88.5,70,22478
"Navajo Silversmiths
Second Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1880-1881, Government Printing Office, Washington, 1883, pages 167-178",62.1,95,17275
"The Automobile Girls at Washington; Or, Checkmating the Plots of Foreign Spies",84.1,58,12559
Riceyman Steps: A Novel,75.2,106,58666
The Strange Case of Cavendish,81.7,61,17647
"Memoirs of the Life of Sir Walter Scott, Volume 4 (of 10)",63,122,42062
The Heir of Mondolfo,64.8,63,66545
"Narrative of an Expedition into Central Australia
Performed Under the Authority of Her Majesty's Government, During the Years 1844, 5, and 6, Together With A Notice of the Province of South Australia in 1847",60.8,148,4976
"Birds and All Nature, Vol. 7, No. 5, May 1900
Illustrated by Color Photography",81.9,54,48466
"Angola and the River Congo, vol. 1",57.2,70,68110
A Statistical Inquiry Into the Nature and Treatment of Epilepsy,66.5,92,36474
Mary Jane—Her Visit,89.6,66,15954
"The Bible, King James version, Book 1: Genesis",77.8,223,8001
"A Treatise on the Police of the Metropolis
Containing a Detail of the Various Crimes and Misdemeanors by which Public and Private Property and Security are, at Present, Injured and Endangered: and Suggesting Remedies for their Prevention",48,122,35650
The World English Bible (WEB): Ruth,81,32,8235
Old Scores and New Readings: Discussions on Music & Certain Musicians,53.1,66,15369
